dataset,label,probability
VinDr external,Atelectasis,0.7275707125663757
VinDr external,Atelectasis,0.4997568130493164
VinDr external,Atelectasis,0.1640605479478836
VinDr external,Atelectasis,0.0928586721420288
VinDr external,Atelectasis,0.7049106359481812
VinDr external,Atelectasis,0.5202592611312866
VinDr external,Atelectasis,0.209609642624855
VinDr external,Atelectasis,0.7969734072685242
VinDr external,Atelectasis,0.1750402152538299
VinDr external,Atelectasis,0.084133043885231
VinDr external,Atelectasis,0.3644573092460632
VinDr external,Atelectasis,0.3723334968090057
VinDr external,Atelectasis,0.2617009282112121
VinDr external,Atelectasis,0.8039206266403198
VinDr external,Atelectasis,0.1275713741779327
VinDr external,Atelectasis,0.1526785939931869
VinDr external,Atelectasis,0.5610900521278381
VinDr external,Atelectasis,0.4373065233230591
VinDr external,Atelectasis,0.4642915427684784
VinDr external,Atelectasis,0.2942680418491363
VinDr external,Atelectasis,0.1453639417886734
VinDr external,Atelectasis,0.2847332954406738
VinDr external,Atelectasis,0.4044269025325775
VinDr external,Atelectasis,0.3841067850589752
VinDr external,Atelectasis,0.4727770984172821
VinDr external,Atelectasis,0.4944351315498352
VinDr external,Atelectasis,0.6424821019172668
VinDr external,Atelectasis,0.1455073207616806
VinDr external,Atelectasis,0.2369127869606018
VinDr external,Atelectasis,0.1388967633247375
VinDr external,Atelectasis,0.0914587005972862
VinDr external,Atelectasis,0.6346256136894226
VinDr external,Atelectasis,0.3250803351402282
VinDr external,Atelectasis,0.1957826018333435
VinDr external,Atelectasis,0.2432144731283188
VinDr external,Atelectasis,0.1933742612600326
VinDr external,Atelectasis,0.6062198877334595
VinDr external,Atelectasis,0.7244248390197754
VinDr external,Atelectasis,0.2757508754730224
VinDr external,Atelectasis,0.2220232635736465
VinDr external,Atelectasis,0.7839573621749878
VinDr external,Atelectasis,0.4003278017044067
VinDr external,Atelectasis,0.6631271839141846
VinDr external,Atelectasis,0.3601342141628265
VinDr external,Atelectasis,0.6750783920288086
VinDr external,Atelectasis,0.3658981919288635
VinDr external,Atelectasis,0.2817974090576172
VinDr external,Atelectasis,0.4255980849266052
VinDr external,Atelectasis,0.3295472264289856
VinDr external,Atelectasis,0.2063610255718231
VinDr external,Atelectasis,0.7151058316230774
VinDr external,Atelectasis,0.1773622184991836
VinDr external,Atelectasis,0.5480462312698364
VinDr external,Atelectasis,0.5094891786575317
VinDr external,Atelectasis,0.7838508486747742
VinDr external,Atelectasis,0.4963512420654297
VinDr external,Atelectasis,0.6431416273117065
VinDr external,Atelectasis,0.5586166977882385
VinDr external,Atelectasis,0.4363643825054168
VinDr external,Atelectasis,0.7165464758872986
VinDr external,Atelectasis,0.3328624665737152
VinDr external,Atelectasis,0.1846092343330383
VinDr external,Atelectasis,0.6167833805084229
VinDr external,Atelectasis,0.6827450394630432
VinDr external,Atelectasis,0.6185922026634216
VinDr external,Atelectasis,0.3005251884460449
VinDr external,Atelectasis,0.1450805068016052
VinDr external,Atelectasis,0.582205593585968
VinDr external,Atelectasis,0.5555766820907593
VinDr external,Atelectasis,0.698871374130249
VinDr external,Atelectasis,0.5372267961502075
VinDr external,Atelectasis,0.300548642873764
VinDr external,Atelectasis,0.4590838551521301
VinDr external,Atelectasis,0.4690462648868561
VinDr external,Atelectasis,0.1771523207426071
VinDr external,Atelectasis,0.7772849202156067
VinDr external,Atelectasis,0.4668736457824707
VinDr external,Atelectasis,0.5478731989860535
VinDr external,Atelectasis,0.8578943610191345
VinDr external,Atelectasis,0.7328389286994934
VinDr external,Atelectasis,0.0618594326078891
VinDr external,Atelectasis,0.4875731468200683
VinDr external,Atelectasis,0.1901005655527115
VinDr external,Atelectasis,0.1008199527859687
VinDr external,Atelectasis,0.1632662564516067
VinDr external,Atelectasis,0.721329927444458
VinDr external,Atelectasis,0.4783996641635895
VinDr external,Atelectasis,0.7359073162078857
VinDr external,Atelectasis,0.7297706007957458
VinDr external,Atelectasis,0.2501081228256225
VinDr external,Atelectasis,0.6368247866630554
VinDr external,Atelectasis,0.3931546509265899
VinDr external,Atelectasis,0.3426863551139831
VinDr external,Atelectasis,0.2513160109519958
VinDr external,Atelectasis,0.562968909740448
VinDr external,Atelectasis,0.5738615393638611
VinDr external,Atelectasis,0.474258154630661
VinDr external,Atelectasis,0.5256527662277222
VinDr external,Atelectasis,0.7354512214660645
VinDr external,Atelectasis,0.2057708352804184
VinDr external,Atelectasis,0.3085963726043701
VinDr external,Atelectasis,0.3546382784843445
VinDr external,Atelectasis,0.5101056694984436
VinDr external,Atelectasis,0.7204837799072266
VinDr external,Atelectasis,0.7036815881729126
VinDr external,Atelectasis,0.4393387734889984
VinDr external,Atelectasis,0.8311928510665894
VinDr external,Atelectasis,0.6045395731925964
VinDr external,Atelectasis,0.1462421119213104
VinDr external,Atelectasis,0.120896004140377
VinDr external,Atelectasis,0.5649065375328064
VinDr external,Atelectasis,0.3493437469005584
VinDr external,Atelectasis,0.6899235248565674
VinDr external,Atelectasis,0.1861399859189987
VinDr external,Atelectasis,0.4296663999557495
VinDr external,Atelectasis,0.2567507624626159
VinDr external,Atelectasis,0.1172422543168068
VinDr external,Atelectasis,0.4728828966617584
VinDr external,Atelectasis,0.462856262922287
VinDr external,Atelectasis,0.3182009756565094
VinDr external,Atelectasis,0.6890458464622498
VinDr external,Atelectasis,0.1618187874555587
VinDr external,Atelectasis,0.3767771124839782
VinDr external,Atelectasis,0.19800765812397
VinDr external,Atelectasis,0.1568673700094223
VinDr external,Atelectasis,0.443391352891922
VinDr external,Atelectasis,0.1965677440166473
VinDr external,Atelectasis,0.2575300335884094
VinDr external,Atelectasis,0.4951477944850921
VinDr external,Atelectasis,0.2104337215423584
VinDr external,Atelectasis,0.3626345992088318
VinDr external,Atelectasis,0.0870214849710464
VinDr external,Atelectasis,0.6693845987319946
VinDr external,Atelectasis,0.7029480338096619
VinDr external,Atelectasis,0.4671008288860321
VinDr external,Atelectasis,0.5177910923957825
VinDr external,Atelectasis,0.2476688623428344
VinDr external,Atelectasis,0.2363895922899246
VinDr external,Atelectasis,0.7323504090309143
VinDr external,Atelectasis,0.5807217955589294
VinDr external,Atelectasis,0.3011987805366516
VinDr external,Atelectasis,0.5940794348716736
VinDr external,Atelectasis,0.3355703055858612
VinDr external,Atelectasis,0.5097354650497437
VinDr external,Atelectasis,0.7108333110809326
VinDr external,Atelectasis,0.6543588042259216
VinDr external,Atelectasis,0.7590448260307312
VinDr external,Atelectasis,0.387455940246582
VinDr external,Atelectasis,0.3399815261363983
VinDr external,Atelectasis,0.7179782390594482
VinDr external,Atelectasis,0.3822803497314453
VinDr external,Atelectasis,0.199754849076271
VinDr external,Atelectasis,0.7836607694625854
VinDr external,Atelectasis,0.2720606923103332
VinDr external,Atelectasis,0.7855023145675659
VinDr external,Atelectasis,0.734464168548584
VinDr external,Atelectasis,0.3141982555389404
VinDr external,Atelectasis,0.5461003184318542
VinDr external,Atelectasis,0.8777210116386414
VinDr external,Atelectasis,0.108903482556343
VinDr external,Atelectasis,0.3135641515254974
VinDr external,Atelectasis,0.3722668588161468
VinDr external,Atelectasis,0.3719803392887115
VinDr external,Atelectasis,0.2880729138851166
VinDr external,Atelectasis,0.4943035542964935
VinDr external,Atelectasis,0.149389162659645
VinDr external,Atelectasis,0.7516223788261414
VinDr external,Atelectasis,0.6502373814582825
VinDr external,Atelectasis,0.4208172559738159
VinDr external,Atelectasis,0.4751095771789551
VinDr external,Atelectasis,0.4520959556102752
VinDr external,Atelectasis,0.5578576922416687
VinDr external,Atelectasis,0.4809416830539703
VinDr external,Atelectasis,0.5148212313652039
VinDr external,Atelectasis,0.6119627356529236
VinDr external,Atelectasis,0.5291599035263062
VinDr external,Atelectasis,0.5140531063079834
VinDr external,Atelectasis,0.3742718696594238
VinDr external,Atelectasis,0.6250547766685486
VinDr external,Atelectasis,0.1770489811897277
VinDr external,Atelectasis,0.1096014156937599
VinDr external,Atelectasis,0.1251567602157592
VinDr external,Atelectasis,0.6442404985427856
VinDr external,Atelectasis,0.3414200842380523
VinDr external,Atelectasis,0.2938224971294403
VinDr external,Atelectasis,0.1092671304941177
VinDr external,Atelectasis,0.0645529478788375
VinDr external,Atelectasis,0.3178039193153381
VinDr external,Atelectasis,0.3414232730865478
VinDr external,Atelectasis,0.5389359593391418
VinDr external,Atelectasis,0.4575667679309845
VinDr external,Atelectasis,0.1580924093723297
VinDr external,Atelectasis,0.3661804497241974
VinDr external,Atelectasis,0.2918256819248199
VinDr external,Atelectasis,0.5904647707939148
VinDr external,Atelectasis,0.2481746822595596
VinDr external,Atelectasis,0.3631182312965393
VinDr external,Atelectasis,0.6200593709945679
VinDr external,Atelectasis,0.5552589297294617
VinDr external,Atelectasis,0.4876829981803894
VinDr external,Atelectasis,0.4012537002563476
VinDr external,Atelectasis,0.4104131162166595
VinDr external,Atelectasis,0.1798458695411682
VinDr external,Atelectasis,0.235736072063446
VinDr external,Atelectasis,0.5423765182495117
VinDr external,Atelectasis,0.7254902720451355
VinDr external,Atelectasis,0.6355881690979004
VinDr external,Atelectasis,0.2771633565425873
VinDr external,Atelectasis,0.4638010859489441
VinDr external,Atelectasis,0.4296004176139831
VinDr external,Atelectasis,0.087988831102848
VinDr external,Atelectasis,0.6658273339271545
VinDr external,Atelectasis,0.3479519784450531
VinDr external,Atelectasis,0.2227070182561874
VinDr external,Atelectasis,0.8369695544242859
VinDr external,Atelectasis,0.6904618740081787
VinDr external,Atelectasis,0.215099811553955
VinDr external,Atelectasis,0.1023493856191635
VinDr external,Atelectasis,0.1844885498285293
VinDr external,Atelectasis,0.454818457365036
VinDr external,Atelectasis,0.2327053546905517
VinDr external,Atelectasis,0.527146577835083
VinDr external,Atelectasis,0.6193872094154358
VinDr external,Atelectasis,0.8986514806747437
VinDr external,Atelectasis,0.4997788369655609
VinDr external,Atelectasis,0.5984274744987488
VinDr external,Atelectasis,0.1255683451890945
VinDr external,Atelectasis,0.5124521255493164
VinDr external,Atelectasis,0.8897308707237244
VinDr external,Atelectasis,0.5270000100135803
VinDr external,Atelectasis,0.5150156021118164
VinDr external,Atelectasis,0.4063016474246979
VinDr external,Atelectasis,0.5604308843612671
VinDr external,Atelectasis,0.4898910224437713
VinDr external,Atelectasis,0.5489130616188049
VinDr external,Atelectasis,0.2542510628700256
VinDr external,Atelectasis,0.5294623374938965
VinDr external,Atelectasis,0.1783780604600906
VinDr external,Atelectasis,0.3685233891010284
VinDr external,Atelectasis,0.3305759131908417
VinDr external,Atelectasis,0.7309250235557556
VinDr external,Atelectasis,0.1150028556585311
VinDr external,Atelectasis,0.7866900563240051
VinDr external,Atelectasis,0.4509645402431488
VinDr external,Atelectasis,0.3538275957107544
VinDr external,Atelectasis,0.7280512452125549
VinDr external,Atelectasis,0.6259132027626038
VinDr external,Atelectasis,0.4066352248191833
VinDr external,Atelectasis,0.5759472250938416
VinDr external,Atelectasis,0.7603011727333069
VinDr external,Atelectasis,0.4535925388336181
VinDr external,Atelectasis,0.5235406160354614
VinDr external,Atelectasis,0.6330584287643433
VinDr external,Atelectasis,0.6232600808143616
VinDr external,Atelectasis,0.7159813642501831
VinDr external,Atelectasis,0.2319570034742355
VinDr external,Atelectasis,0.1272211968898773
VinDr external,Atelectasis,0.6483277678489685
VinDr external,Atelectasis,0.7615815997123718
VinDr external,Atelectasis,0.7746200561523438
VinDr external,Atelectasis,0.5376532077789307
VinDr external,Atelectasis,0.5218624472618103
VinDr external,Atelectasis,0.5504060983657837
VinDr external,Atelectasis,0.4970849156379699
VinDr external,Atelectasis,0.2213095128536224
VinDr external,Atelectasis,0.3559179604053497
VinDr external,Atelectasis,0.8271545171737671
NIH internal test,Cardiomegaly,0.6890737414360046
NIH internal test,Cardiomegaly,0.54603111743927
NIH internal test,Cardiomegaly,0.7259001135826111
NIH internal test,Cardiomegaly,0.3955018520355224
NIH internal test,Cardiomegaly,0.7930746674537659
NIH internal test,Cardiomegaly,0.3441612720489502
NIH internal test,Cardiomegaly,0.5775144696235657
NIH internal test,Cardiomegaly,0.125110387802124
NIH internal test,Cardiomegaly,0.8178372979164124
NIH internal test,Cardiomegaly,0.6507164239883423
NIH internal test,Cardiomegaly,0.016668627038598
NIH internal test,Cardiomegaly,0.4589758515357971
NIH internal test,Cardiomegaly,0.6137951612472534
NIH internal test,Cardiomegaly,0.1019808426499366
NIH internal test,Cardiomegaly,0.4555440545082092
NIH internal test,Cardiomegaly,0.0587956719100475
NIH internal test,Cardiomegaly,0.165589153766632
NIH internal test,Cardiomegaly,0.612038254737854
NIH internal test,Cardiomegaly,0.0149334846064448
NIH internal test,Cardiomegaly,0.1977550834417343
NIH internal test,Cardiomegaly,0.3158665001392364
NIH internal test,Cardiomegaly,0.6493334770202637
NIH internal test,Cardiomegaly,0.567560076713562
NIH internal test,Cardiomegaly,0.5365989804267883
NIH internal test,Cardiomegaly,0.4296692907810211
NIH internal test,Cardiomegaly,0.3576655089855194
NIH internal test,Cardiomegaly,0.1266502439975738
NIH internal test,Cardiomegaly,0.1595939844846725
NIH internal test,Cardiomegaly,0.1074836924672126
NIH internal test,Cardiomegaly,0.2275136411190033
NIH internal test,Cardiomegaly,0.41752490401268
NIH internal test,Cardiomegaly,0.4729917049407959
NIH internal test,Cardiomegaly,0.5014203190803528
NIH internal test,Cardiomegaly,0.2813059687614441
NIH internal test,Cardiomegaly,0.0880016013979911
NIH internal test,Cardiomegaly,0.4857928156852722
NIH internal test,Cardiomegaly,0.0780572071671485
NIH internal test,Cardiomegaly,0.6334872841835022
NIH internal test,Cardiomegaly,0.5890758037567139
NIH internal test,Cardiomegaly,0.0950575321912765
NIH internal test,Cardiomegaly,0.6223911643028259
NIH internal test,Cardiomegaly,0.194645494222641
NIH internal test,Cardiomegaly,0.2278231829404831
NIH internal test,Cardiomegaly,0.5579712986946106
NIH internal test,Cardiomegaly,0.1658775508403778
NIH internal test,Cardiomegaly,0.7630844116210938
NIH internal test,Cardiomegaly,0.5576413869857788
NIH internal test,Cardiomegaly,0.2021330893039703
NIH internal test,Cardiomegaly,0.5335305333137512
NIH internal test,Cardiomegaly,0.2915596067905426
NIH internal test,Cardiomegaly,0.0543441027402877
NIH internal test,Cardiomegaly,0.2846994400024414
NIH internal test,Cardiomegaly,0.2279707342386245
NIH internal test,Cardiomegaly,0.5401272773742676
NIH internal test,Cardiomegaly,0.2053692936897277
NIH internal test,Cardiomegaly,0.2909102737903595
NIH internal test,Cardiomegaly,0.304507702589035
NIH internal test,Cardiomegaly,0.0903365835547447
NIH internal test,Cardiomegaly,0.7528067827224731
NIH internal test,Cardiomegaly,0.6659070253372192
NIH internal test,Cardiomegaly,0.7619125247001648
NIH internal test,Cardiomegaly,0.7118901610374451
NIH internal test,Cardiomegaly,0.2013884931802749
NIH internal test,Cardiomegaly,0.2641360461711883
NIH internal test,Cardiomegaly,0.6832141280174255
NIH internal test,Cardiomegaly,0.6929537653923035
NIH internal test,Cardiomegaly,0.5398661494255066
NIH internal test,Cardiomegaly,0.5497048497200012
NIH internal test,Cardiomegaly,0.3405856490135193
NIH internal test,Cardiomegaly,0.1881725490093231
NIH internal test,Cardiomegaly,0.5812179446220398
NIH internal test,Cardiomegaly,0.6272969841957092
NIH internal test,Cardiomegaly,0.678592324256897
NIH internal test,Cardiomegaly,0.5626928210258484
NIH internal test,Cardiomegaly,0.018807154148817
NIH internal test,Cardiomegaly,0.064745582640171
NIH internal test,Cardiomegaly,0.501030683517456
NIH internal test,Cardiomegaly,0.3317906856536865
NIH internal test,Cardiomegaly,0.1125073805451393
NIH internal test,Cardiomegaly,0.4869104921817779
NIH internal test,Cardiomegaly,0.6640855073928833
NIH internal test,Cardiomegaly,0.585465133190155
NIH internal test,Cardiomegaly,0.622847318649292
NIH internal test,Cardiomegaly,0.1770185381174087
NIH internal test,Cardiomegaly,0.2633447051048279
NIH internal test,Cardiomegaly,0.5678808689117432
NIH internal test,Cardiomegaly,0.2723332643508911
NIH internal test,Cardiomegaly,0.5495033860206604
NIH internal test,Cardiomegaly,0.510555624961853
NIH internal test,Cardiomegaly,0.5500653982162476
NIH internal test,Cardiomegaly,0.0773206502199173
NIH internal test,Cardiomegaly,0.7494450807571411
NIH internal test,Cardiomegaly,0.5085321664810181
NIH internal test,Cardiomegaly,0.2296800911426544
NIH internal test,Cardiomegaly,0.4312480688095093
NIH internal test,Cardiomegaly,0.0366138964891433
NIH internal test,Cardiomegaly,0.391264945268631
NIH internal test,Cardiomegaly,0.5358622670173645
NIH internal test,Cardiomegaly,0.046520609408617
NIH internal test,Cardiomegaly,0.7346292734146118
NIH internal test,Cardiomegaly,0.6734832525253296
NIH internal test,Cardiomegaly,0.6129012107849121
NIH internal test,Cardiomegaly,0.6444922685623169
NIH internal test,Cardiomegaly,0.6330181956291199
NIH internal test,Cardiomegaly,0.3040221035480499
NIH internal test,Cardiomegaly,0.5982523560523987
NIH internal test,Cardiomegaly,0.7429152727127075
NIH internal test,Cardiomegaly,0.6996208429336548
NIH internal test,Cardiomegaly,0.6615071296691895
NIH internal test,Cardiomegaly,0.5035371780395508
NIH internal test,Cardiomegaly,0.0904326140880584
NIH internal test,Cardiomegaly,0.1743107587099075
NIH internal test,Cardiomegaly,0.0847537070512771
NIH internal test,Cardiomegaly,0.665776252746582
NIH internal test,Cardiomegaly,0.6740257143974304
NIH internal test,Cardiomegaly,0.1537937074899673
NIH internal test,Cardiomegaly,0.3875222504138946
NIH internal test,Cardiomegaly,0.5391068458557129
NIH internal test,Cardiomegaly,0.4369342625141144
NIH internal test,Cardiomegaly,0.089788056910038
NIH internal test,Cardiomegaly,0.4397645890712738
NIH internal test,Cardiomegaly,0.6605967879295349
NIH internal test,Cardiomegaly,0.2543006241321563
NIH internal test,Cardiomegaly,0.0686318799853324
NIH internal test,Cardiomegaly,0.09193005412817
NIH internal test,Cardiomegaly,0.4955975413322449
NIH internal test,Cardiomegaly,0.5545610189437866
NIH internal test,Cardiomegaly,0.7555495500564575
NIH internal test,Cardiomegaly,0.6264896392822266
NIH internal test,Cardiomegaly,0.4922771155834198
NIH internal test,Cardiomegaly,0.6570610404014587
NIH internal test,Cardiomegaly,0.5714947581291199
NIH internal test,Cardiomegaly,0.4552962183952331
NIH internal test,Cardiomegaly,0.6267566680908203
NIH internal test,Cardiomegaly,0.3839225769042969
NIH internal test,Cardiomegaly,0.6393395662307739
NIH internal test,Cardiomegaly,0.321032702922821
NIH internal test,Cardiomegaly,0.6733678579330444
NIH internal test,Cardiomegaly,0.1777549535036087
NIH internal test,Cardiomegaly,0.3136792778968811
NIH internal test,Cardiomegaly,0.6932258009910583
NIH internal test,Cardiomegaly,0.1423109024763107
NIH internal test,Cardiomegaly,0.3642360270023346
NIH internal test,Cardiomegaly,0.0258211381733417
NIH internal test,Cardiomegaly,0.5286130309104919
NIH internal test,Cardiomegaly,0.0476702824234962
NIH internal test,Cardiomegaly,0.6100565195083618
NIH internal test,Cardiomegaly,0.1989896893501281
NIH internal test,Cardiomegaly,0.0506012141704559
NIH internal test,Cardiomegaly,0.5775085687637329
NIH internal test,Cardiomegaly,0.3820885717868805
NIH internal test,Cardiomegaly,0.1589084267616272
NIH internal test,Cardiomegaly,0.4156742691993713
NIH internal test,Cardiomegaly,0.5065316557884216
NIH internal test,Cardiomegaly,0.12213134765625
NIH internal test,Cardiomegaly,0.023124186322093
NIH internal test,Cardiomegaly,0.1324971318244934
NIH internal test,Cardiomegaly,0.7451715469360352
NIH internal test,Cardiomegaly,0.182275652885437
NIH internal test,Cardiomegaly,0.6486531496047974
NIH internal test,Cardiomegaly,0.4646384119987488
NIH internal test,Cardiomegaly,0.7870448231697083
NIH internal test,Cardiomegaly,0.3874694406986236
NIH internal test,Cardiomegaly,0.2998353838920593
NIH internal test,Cardiomegaly,0.7289590239524841
NIH internal test,Cardiomegaly,0.5776987671852112
NIH internal test,Cardiomegaly,0.1078502535820007
NIH internal test,Cardiomegaly,0.3030062019824981
NIH internal test,Cardiomegaly,0.0696465075016021
NIH internal test,Cardiomegaly,0.8233731389045715
NIH internal test,Cardiomegaly,0.1746682524681091
NIH internal test,Cardiomegaly,0.0540667288005352
NIH internal test,Cardiomegaly,0.0227365773171186
NIH internal test,Cardiomegaly,0.0642776787281036
NIH internal test,Cardiomegaly,0.0446056090295314
NIH internal test,Cardiomegaly,0.5979776382446289
NIH internal test,Cardiomegaly,0.7053989768028259
NIH internal test,Cardiomegaly,0.5088439583778381
NIH internal test,Cardiomegaly,0.1151965111494064
NIH internal test,Cardiomegaly,0.1497825384140014
NIH internal test,Cardiomegaly,0.618565559387207
NIH internal test,Cardiomegaly,0.4112340807914734
NIH internal test,Cardiomegaly,0.4856671392917633
NIH internal test,Cardiomegaly,0.5205733180046082
NIH internal test,Cardiomegaly,0.4547855257987976
NIH internal test,Cardiomegaly,0.0217941105365753
NIH internal test,Cardiomegaly,0.0928694978356361
NIH internal test,Cardiomegaly,0.7251293659210205
NIH internal test,Cardiomegaly,0.6394639015197754
NIH internal test,Cardiomegaly,0.3341263830661773
NIH internal test,Cardiomegaly,0.6359225511550903
NIH internal test,Cardiomegaly,0.7059013247489929
NIH internal test,Cardiomegaly,0.5524359345436096
NIH internal test,Cardiomegaly,0.6190347671508789
NIH internal test,Cardiomegaly,0.1570336371660232
NIH internal test,Cardiomegaly,0.166698157787323
NIH internal test,Cardiomegaly,0.048318438231945
NIH internal test,Cardiomegaly,0.3372887372970581
NIH internal test,Cardiomegaly,0.1264084279537201
NIH internal test,Cardiomegaly,0.5287327766418457
NIH internal test,Cardiomegaly,0.0249764956533908
NIH internal test,Cardiomegaly,0.6888224482536316
NIH internal test,Cardiomegaly,0.7619273066520691
NIH internal test,Cardiomegaly,0.5841052532196045
NIH internal test,Cardiomegaly,0.4690215587615967
NIH internal test,Cardiomegaly,0.4823460876941681
NIH internal test,Cardiomegaly,0.7308709621429443
NIH internal test,Cardiomegaly,0.7850621342658997
NIH internal test,Cardiomegaly,0.5976729393005371
NIH internal test,Cardiomegaly,0.6366565227508545
NIH internal test,Cardiomegaly,0.4547879695892334
NIH internal test,Cardiomegaly,0.2198781967163086
NIH internal test,Cardiomegaly,0.2019474953413009
NIH internal test,Cardiomegaly,0.5335938930511475
NIH internal test,Cardiomegaly,0.5140393376350403
NIH internal test,Cardiomegaly,0.3301710486412048
NIH internal test,Cardiomegaly,0.2622623145580292
NIH internal test,Cardiomegaly,0.6392708420753479
NIH internal test,Cardiomegaly,0.3851042985916137
NIH internal test,Cardiomegaly,0.5864712595939636
NIH internal test,Cardiomegaly,0.1155450046062469
NIH internal test,Cardiomegaly,0.7240817546844482
NIH internal test,Cardiomegaly,0.5830507874488831
NIH internal test,Cardiomegaly,0.677064836025238
NIH internal test,Cardiomegaly,0.1057925596833229
NIH internal test,Cardiomegaly,0.5231077671051025
NIH internal test,Cardiomegaly,0.0333554744720459
NIH internal test,Cardiomegaly,0.2391365021467209
NIH internal test,Cardiomegaly,0.4373633563518524
NIH internal test,Cardiomegaly,0.0311881341040134
NIH internal test,Cardiomegaly,0.6514520645141602
NIH internal test,Cardiomegaly,0.0931082665920257
NIH internal test,Cardiomegaly,0.8087357878684998
NIH internal test,Cardiomegaly,0.574327290058136
NIH internal test,Cardiomegaly,0.3091808259487152
NIH internal test,Cardiomegaly,0.5228897333145142
NIH internal test,Cardiomegaly,0.4315657615661621
NIH internal test,Cardiomegaly,0.0209670607000589
NIH internal test,Cardiomegaly,0.648960530757904
NIH internal test,Cardiomegaly,0.2129723727703094
NIH internal test,Cardiomegaly,0.3296664953231811
NIH internal test,Cardiomegaly,0.6704606413841248
NIH internal test,Cardiomegaly,0.6517433524131775
NIH internal test,Cardiomegaly,0.0148772997781634
NIH internal test,Cardiomegaly,0.112271711230278
NIH internal test,Cardiomegaly,0.4095939099788666
NIH internal test,Cardiomegaly,0.1500731855630874
NIH internal test,Cardiomegaly,0.5845112204551697
NIH internal test,Cardiomegaly,0.1431180387735366
NIH internal test,Cardiomegaly,0.5954664349555969
NIH internal test,Cardiomegaly,0.8284635543823242
NIH internal test,Cardiomegaly,0.2288305610418319
NIH internal test,Cardiomegaly,0.094220221042633
NIH internal test,Cardiomegaly,0.2217308580875396
NIH internal test,Cardiomegaly,0.0208573564887046
NIH internal test,Cardiomegaly,0.5593982934951782
NIH internal test,Cardiomegaly,0.4567014276981354
NIH internal test,Cardiomegaly,0.2608719766139984
NIH internal test,Cardiomegaly,0.6337699294090271
NIH internal test,Cardiomegaly,0.0585586540400981
NIH internal test,Cardiomegaly,0.6959186792373657
NIH internal test,Cardiomegaly,0.1347667723894119
NIH internal test,Cardiomegaly,0.6558758020401001
NIH internal test,Cardiomegaly,0.550574004650116
NIH internal test,Cardiomegaly,0.8003889322280884
NIH internal test,Cardiomegaly,0.532431960105896
NIH internal test,Cardiomegaly,0.043948296457529
NIH internal test,Cardiomegaly,0.0370281264185905
NIH internal test,Cardiomegaly,0.0082679688930511
NIH internal test,Cardiomegaly,0.0584000796079635
NIH internal test,Cardiomegaly,0.2617723941802978
NIH internal test,Cardiomegaly,0.3181191384792328
NIH internal test,Cardiomegaly,0.0116531215608119
NIH internal test,Cardiomegaly,0.4678341150283813
NIH internal test,Cardiomegaly,0.029315561056137
NIH internal test,Cardiomegaly,0.5836746096611023
NIH internal test,Cardiomegaly,0.2037105709314346
NIH internal test,Cardiomegaly,0.3031902015209198
NIH internal test,Cardiomegaly,0.2986786663532257
NIH internal test,Cardiomegaly,0.5818870067596436
NIH internal test,Cardiomegaly,0.6007388830184937
NIH internal test,Cardiomegaly,0.697744607925415
NIH internal test,Cardiomegaly,0.2305342406034469
NIH internal test,Cardiomegaly,0.6611834764480591
NIH internal test,Cardiomegaly,0.3589156866073608
NIH internal test,Cardiomegaly,0.6474555730819702
NIH internal test,Cardiomegaly,0.4869925379753113
NIH internal test,Cardiomegaly,0.699554443359375
NIH internal test,Cardiomegaly,0.7126113772392273
NIH internal test,Cardiomegaly,0.6627679467201233
NIH internal test,Cardiomegaly,0.6024534106254578
NIH internal test,Cardiomegaly,0.0452854894101619
NIH internal test,Cardiomegaly,0.1850099414587021
NIH internal test,Cardiomegaly,0.3559399843215942
NIH internal test,Cardiomegaly,0.6025232076644897
NIH internal test,Cardiomegaly,0.7136884331703186
NIH internal test,Cardiomegaly,0.5924273729324341
NIH internal test,Cardiomegaly,0.6243435144424438
NIH internal test,Cardiomegaly,0.0436849035322666
NIH internal test,Cardiomegaly,0.5979843735694885
NIH internal test,Cardiomegaly,0.583554208278656
NIH internal test,Cardiomegaly,0.3858382999897003
NIH internal test,Cardiomegaly,0.0202873945236206
NIH internal test,Cardiomegaly,0.4115151464939117
NIH internal test,Cardiomegaly,0.3280279636383056
NIH internal test,Cardiomegaly,0.6585739254951477
NIH internal test,Cardiomegaly,0.8026134967803955
NIH internal test,Cardiomegaly,0.6486721038818359
NIH internal test,Cardiomegaly,0.4832832813262939
NIH internal test,Cardiomegaly,0.6795161366462708
NIH internal test,Cardiomegaly,0.863093912601471
NIH internal test,Cardiomegaly,0.3824352324008941
NIH internal test,Cardiomegaly,0.2567690014839172
NIH internal test,Cardiomegaly,0.0343480929732322
NIH internal test,Cardiomegaly,0.0787276402115821
NIH internal test,Cardiomegaly,0.5152561068534851
NIH internal test,Cardiomegaly,0.027707191184163
NIH internal test,Cardiomegaly,0.4265299439430237
NIH internal test,Cardiomegaly,0.1277052462100982
NIH internal test,Cardiomegaly,0.6033952832221985
NIH internal test,Cardiomegaly,0.6839335560798645
NIH internal test,Cardiomegaly,0.3444336950778961
NIH internal test,Cardiomegaly,0.5432938933372498
NIH internal test,Cardiomegaly,0.2714529037475586
NIH internal test,Cardiomegaly,0.2666038572788238
NIH internal test,Cardiomegaly,0.559073269367218
NIH internal test,Cardiomegaly,0.0322774574160575
